[2024-09-19T19:13:39.875+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data manual__2024-09-19T19:13:30.437483+00:00 [queued]>
[2024-09-19T19:13:39.885+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data manual__2024-09-19T19:13:30.437483+00:00 [queued]>
[2024-09-19T19:13:39.887+0000] {taskinstance.py:1359} INFO - Starting attempt 1 of 1
[2024-09-19T19:13:39.898+0000] {taskinstance.py:1380} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2024-09-19 19:13:30.437483+00:00
[2024-09-19T19:13:39.908+0000] {standard_task_runner.py:57} INFO - Started process 1913 to run task
[2024-09-19T19:13:39.914+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'manual__2024-09-19T19:13:30.437483+00:00', '--job-id', '68', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmp4x091e7g']
[2024-09-19T19:13:39.917+0000] {standard_task_runner.py:85} INFO - Job 68: Subtask generate_txn_fact_data
[2024-09-19T19:13:39.968+0000] {task_command.py:415} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data manual__2024-09-19T19:13:30.437483+00:00 [running]> on host 48913e9acee9
[2024-09-19T19:13:40.108+0000] {taskinstance.py:1660} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='codewithyu' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2024-09-19T19:13:30.437483+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-09-19T19:13:30.437483+00:00'
[2024-09-19T19:13:40.116+0000] {conn.py:380} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.18.0.5', 9092)]>: connecting to kafka_broker:9092 [('172.18.0.5', 9092) IPv4]
[2024-09-19T19:13:40.119+0000] {conn.py:1205} INFO - Probing node bootstrap-0 broker version
[2024-09-19T19:13:40.124+0000] {conn.py:410} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.18.0.5', 9092)]>: Connection complete.
[2024-09-19T19:13:40.234+0000] {conn.py:1267} INFO - Broker version identified as 2.5.0
[2024-09-19T19:13:40.234+0000] {conn.py:1268} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2024-09-19T19:13:40.237+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1699730020236, 'account_id': 'A00037', 'customer_id': 'C00027', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00040', 'transaction_amount': 6313.6, 'exchange_rate': 0.8805}
[2024-09-19T19:13:40.242+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000015', 'transaction_date': 1703618020242, 'account_id': 'A00046', 'customer_id': 'C00096', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00027', 'transaction_amount': 9299.84, 'exchange_rate': 0.5024}
[2024-09-19T19:13:40.242+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000016', 'transaction_date': 1711566820242, 'account_id': 'A00023', 'customer_id': 'C00009', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00049', 'transaction_amount': 4088.48, 'exchange_rate': 0.7917}
[2024-09-19T19:13:40.242+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000017', 'transaction_date': 1701544420242, 'account_id': 'A00061', 'customer_id': 'C00057', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00059', 'transaction_amount': 2736.06, 'exchange_rate': 0.9691}
[2024-09-19T19:13:40.242+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000018', 'transaction_date': 1712430820242, 'account_id': 'A00077', 'customer_id': 'C00034', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00001', 'transaction_amount': 6622.68, 'exchange_rate': 1.2171}
[2024-09-19T19:13:40.243+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000019', 'transaction_date': 1699730020242, 'account_id': 'A00023', 'customer_id': 'C00026', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00036', 'transaction_amount': 7996.05, 'exchange_rate': 1.1137}
[2024-09-19T19:13:40.243+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000020', 'transaction_date': 1719342820243, 'account_id': 'A00074', 'customer_id': 'C00006', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00046', 'transaction_amount': 119.72, 'exchange_rate': 1.1144}
[2024-09-19T19:13:40.243+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000021', 'transaction_date': 1695323620243, 'account_id': 'A00001', 'customer_id': 'C00057', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00025', 'transaction_amount': 2182.51, 'exchange_rate': 1.1871}
[2024-09-19T19:13:40.243+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000022', 'transaction_date': 1712344420243, 'account_id': 'A00036', 'customer_id': 'C00059', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00051', 'transaction_amount': 5153.4, 'exchange_rate': 1.2062}
[2024-09-19T19:13:40.244+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000023', 'transaction_date': 1718392420244, 'account_id': 'A00047', 'customer_id': 'C00045', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00057', 'transaction_amount': 1805.35, 'exchange_rate': 1.1461}
[2024-09-19T19:13:40.244+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000024', 'transaction_date': 1722712420244, 'account_id': 'A00011', 'customer_id': 'C00061', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00021', 'transaction_amount': 8057.28, 'exchange_rate': 1.4835}
[2024-09-19T19:13:40.244+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000025', 'transaction_date': 1726341220244, 'account_id': 'A00013', 'customer_id': 'C00029', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00085', 'transaction_amount': 3317.1, 'exchange_rate': 0.9127}
[2024-09-19T19:13:40.244+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000026', 'transaction_date': 1695842020244, 'account_id': 'A00024', 'customer_id': 'C00010', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00016', 'transaction_amount': 9536.03, 'exchange_rate': 0.553}
[2024-09-19T19:13:40.244+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000027', 'transaction_date': 1698693220244, 'account_id': 'A00090', 'customer_id': 'C00019', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00064', 'transaction_amount': 7560.77, 'exchange_rate': 1.2206}
[2024-09-19T19:13:40.245+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000028', 'transaction_date': 1704309220245, 'account_id': 'A00019', 'customer_id': 'C00061', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00086', 'transaction_amount': 3863.14, 'exchange_rate': 0.6253}
[2024-09-19T19:13:40.245+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000029', 'transaction_date': 1714418020245, 'account_id': 'A00093', 'customer_id': 'C00041', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00075', 'transaction_amount': 9780.02, 'exchange_rate': 0.8664}
[2024-09-19T19:13:40.245+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000030', 'transaction_date': 1709579620245, 'account_id': 'A00010', 'customer_id': 'C00050', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00033', 'transaction_amount': 3399.69, 'exchange_rate': 1.0807}
[2024-09-19T19:13:40.245+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000031', 'transaction_date': 1700680420245, 'account_id': 'A00093', 'customer_id': 'C00010', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00076', 'transaction_amount': 6937.03, 'exchange_rate': 0.8776}
[2024-09-19T19:13:40.246+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000032', 'transaction_date': 1704741220245, 'account_id': 'A00035', 'customer_id': 'C00009', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00068', 'transaction_amount': 4009.62, 'exchange_rate': 0.7129}
[2024-09-19T19:13:40.246+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000033', 'transaction_date': 1695842020246, 'account_id': 'A00010', 'customer_id': 'C00083', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00022', 'transaction_amount': 944.71, 'exchange_rate': 0.8267}
[2024-09-19T19:13:40.246+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000034', 'transaction_date': 1708370020246, 'account_id': 'A00017', 'customer_id': 'C00021', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00084', 'transaction_amount': 6541.9, 'exchange_rate': 1.3203}
[2024-09-19T19:13:40.246+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000035', 'transaction_date': 1705432420246, 'account_id': 'A00020', 'customer_id': 'C00015', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00077', 'transaction_amount': 3177.52, 'exchange_rate': 1.3819}
[2024-09-19T19:13:40.246+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000036', 'transaction_date': 1726773220246, 'account_id': 'A00053', 'customer_id': 'C00062', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00001', 'transaction_amount': 4902.35, 'exchange_rate': 0.9226}
[2024-09-19T19:13:40.246+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000037', 'transaction_date': 1720984420246, 'account_id': 'A00068', 'customer_id': 'C00032', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00055', 'transaction_amount': 7584.15, 'exchange_rate': 0.6663}
[2024-09-19T19:13:40.247+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000038', 'transaction_date': 1712430820247, 'account_id': 'A00059', 'customer_id': 'C00018', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00052', 'transaction_amount': 7161.78, 'exchange_rate': 1.4015}
[2024-09-19T19:13:40.247+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000039', 'transaction_date': 1725045220247, 'account_id': 'A00099', 'customer_id': 'C00073', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00086', 'transaction_amount': 8763.95, 'exchange_rate': 1.3841}
[2024-09-19T19:13:40.248+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000040', 'transaction_date': 1706469220247, 'account_id': 'A00006', 'customer_id': 'C00006', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00051', 'transaction_amount': 848.68, 'exchange_rate': 1.1815}
[2024-09-19T19:13:40.248+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000041', 'transaction_date': 1724786020248, 'account_id': 'A00089', 'customer_id': 'C00053', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00059', 'transaction_amount': 3965.17, 'exchange_rate': 1.4212}
[2024-09-19T19:13:40.248+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000042', 'transaction_date': 1698779620248, 'account_id': 'A00016', 'customer_id': 'C00020', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00091', 'transaction_amount': 3853.51, 'exchange_rate': 0.7532}
[2024-09-19T19:13:40.248+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000043', 'transaction_date': 1698606820248, 'account_id': 'A00072', 'customer_id': 'C00041', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00033', 'transaction_amount': 3794.35, 'exchange_rate': 0.7896}
[2024-09-19T19:13:40.249+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000044', 'transaction_date': 1698347620248, 'account_id': 'A00090', 'customer_id': 'C00084', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00079', 'transaction_amount': 9479.79, 'exchange_rate': 1.4371}
[2024-09-19T19:13:40.249+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000045', 'transaction_date': 1714590820249, 'account_id': 'A00043', 'customer_id': 'C00075', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00019', 'transaction_amount': 4640.99, 'exchange_rate': 0.7505}
[2024-09-19T19:13:40.249+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000046', 'transaction_date': 1717787620249, 'account_id': 'A00056', 'customer_id': 'C00053', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00003', 'transaction_amount': 6851.3, 'exchange_rate': 1.3245}
[2024-09-19T19:13:40.249+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000047', 'transaction_date': 1708024420249, 'account_id': 'A00018', 'customer_id': 'C00087', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00057', 'transaction_amount': 9270.97, 'exchange_rate': 0.6732}
[2024-09-19T19:13:40.249+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000048', 'transaction_date': 1705605220249, 'account_id': 'A00081', 'customer_id': 'C00066', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00025', 'transaction_amount': 922.88, 'exchange_rate': 0.9523}
[2024-09-19T19:13:40.250+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000049', 'transaction_date': 1713554020249, 'account_id': 'A00062', 'customer_id': 'C00015', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00031', 'transaction_amount': 3014.15, 'exchange_rate': 0.8235}
[2024-09-19T19:13:40.250+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000050', 'transaction_date': 1705605220250, 'account_id': 'A00058', 'customer_id': 'C00023', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00072', 'transaction_amount': 2491.44, 'exchange_rate': 1.2854}
[2024-09-19T19:13:40.250+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000051', 'transaction_date': 1710875620250, 'account_id': 'A00072', 'customer_id': 'C00076', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00091', 'transaction_amount': 2175.43, 'exchange_rate': 0.6353}
[2024-09-19T19:13:40.250+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000052', 'transaction_date': 1721675620250, 'account_id': 'A00058', 'customer_id': 'C00049', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00086', 'transaction_amount': 4582.92, 'exchange_rate': 0.5414}
[2024-09-19T19:13:40.250+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000053', 'transaction_date': 1724526820250, 'account_id': 'A00047', 'customer_id': 'C00009', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00048', 'transaction_amount': 4474.84, 'exchange_rate': 0.8107}
[2024-09-19T19:13:40.251+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000054', 'transaction_date': 1698347620251, 'account_id': 'A00034', 'customer_id': 'C00063', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00084', 'transaction_amount': 6675.17, 'exchange_rate': 1.307}
[2024-09-19T19:13:40.251+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000055', 'transaction_date': 1700334820251, 'account_id': 'A00019', 'customer_id': 'C00074', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00063', 'transaction_amount': 3319.71, 'exchange_rate': 0.9183}
[2024-09-19T19:13:40.251+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000056', 'transaction_date': 1717787620251, 'account_id': 'A00057', 'customer_id': 'C00028', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00005', 'transaction_amount': 6519.89, 'exchange_rate': 1.3061}
[2024-09-19T19:13:40.251+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000057', 'transaction_date': 1698174820251, 'account_id': 'A00041', 'customer_id': 'C00068', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00053', 'transaction_amount': 9776.75, 'exchange_rate': 0.9913}
[2024-09-19T19:13:40.251+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000058', 'transaction_date': 1724440420251, 'account_id': 'A00030', 'customer_id': 'C00063', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00084', 'transaction_amount': 711.23, 'exchange_rate': 1.359}
[2024-09-19T19:13:40.252+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000059', 'transaction_date': 1706555620252, 'account_id': 'A00046', 'customer_id': 'C00085', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00047', 'transaction_amount': 3763.3, 'exchange_rate': 0.8607}
[2024-09-19T19:13:40.252+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000060', 'transaction_date': 1717182820252, 'account_id': 'A00059', 'customer_id': 'C00004', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00008', 'transaction_amount': 6963.62, 'exchange_rate': 0.6217}
[2024-09-19T19:13:40.252+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000061', 'transaction_date': 1719602020252, 'account_id': 'A00069', 'customer_id': 'C00011', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00004', 'transaction_amount': 5665.08, 'exchange_rate': 0.9163}
[2024-09-19T19:13:40.252+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000062', 'transaction_date': 1712344420252, 'account_id': 'A00062', 'customer_id': 'C00013', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00003', 'transaction_amount': 2899.57, 'exchange_rate': 1.0967}
[2024-09-19T19:13:40.252+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000063', 'transaction_date': 1721243620252, 'account_id': 'A00016', 'customer_id': 'C00050', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00060', 'transaction_amount': 6060.12, 'exchange_rate': 0.5408}
[2024-09-19T19:13:40.252+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000064', 'transaction_date': 1719083620252, 'account_id': 'A00057', 'customer_id': 'C00027', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00039', 'transaction_amount': 2955.07, 'exchange_rate': 1.1972}
[2024-09-19T19:13:40.253+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000065', 'transaction_date': 1723662820253, 'account_id': 'A00097', 'customer_id': 'C00007', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00045', 'transaction_amount': 6110.18, 'exchange_rate': 1.3235}
[2024-09-19T19:13:40.253+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000066', 'transaction_date': 1705864420253, 'account_id': 'A00070', 'customer_id': 'C00088', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00066', 'transaction_amount': 7249.79, 'exchange_rate': 0.724}
