[2024-09-15T16:43:57.449+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data manual__2024-09-15T16:43:53.634795+00:00 [queued]>
[2024-09-15T16:43:57.459+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data manual__2024-09-15T16:43:53.634795+00:00 [queued]>
[2024-09-15T16:43:57.460+0000] {taskinstance.py:1359} INFO - Starting attempt 1 of 1
[2024-09-15T16:43:57.472+0000] {taskinstance.py:1380} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2024-09-15 16:43:53.634795+00:00
[2024-09-15T16:43:57.481+0000] {standard_task_runner.py:57} INFO - Started process 4087 to run task
[2024-09-15T16:43:57.489+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'manual__2024-09-15T16:43:53.634795+00:00', '--job-id', '5', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmp2wteoqwt']
[2024-09-15T16:43:57.507+0000] {standard_task_runner.py:85} INFO - Job 5: Subtask generate_txn_fact_data
[2024-09-15T16:43:57.586+0000] {task_command.py:415} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data manual__2024-09-15T16:43:53.634795+00:00 [running]> on host 035d47951d03
[2024-09-15T16:43:57.654+0000] {taskinstance.py:1660} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='codewithyu' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2024-09-15T16:43:53.634795+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-09-15T16:43:53.634795+00:00'
[2024-09-15T16:43:57.659+0000] {conn.py:380} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.18.0.5', 9092)]>: connecting to kafka_broker:9092 [('172.18.0.5', 9092) IPv4]
[2024-09-15T16:43:57.661+0000] {conn.py:1205} INFO - Probing node bootstrap-0 broker version
[2024-09-15T16:43:57.663+0000] {conn.py:410} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.18.0.5', 9092)]>: Connection complete.
[2024-09-15T16:43:57.773+0000] {conn.py:1267} INFO - Broker version identified as 2.5.0
[2024-09-15T16:43:57.774+0000] {conn.py:1268} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2024-09-15T16:43:57.939+0000] {conn.py:380} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.18.0.5', 9092)]>: connecting to kafka_broker:9092 [('172.18.0.5', 9092) IPv4]
[2024-09-15T16:43:57.944+0000] {conn.py:410} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.18.0.5', 9092)]>: Connection complete.
[2024-09-15T16:43:57.946+0000] {conn.py:919} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.18.0.5', 9092)]>: Closing connection. 
[2024-09-15T16:43:58.346+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1705250637777, 'account_id': 'A00087', 'customer_id': 'C00092', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00100', 'transaction_amount': 2463.86, 'exchange_rate': 1.0185}
[2024-09-15T16:43:58.356+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000013', 'transaction_date': 1707151438356, 'account_id': 'A00098', 'customer_id': 'C00055', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00021', 'transaction_amount': 3146.89, 'exchange_rate': 0.6629}
[2024-09-15T16:43:58.357+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000014', 'transaction_date': 1717605838357, 'account_id': 'A00081', 'customer_id': 'C00077', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00027', 'transaction_amount': 1257.3, 'exchange_rate': 1.1692}
[2024-09-15T16:43:58.358+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000015', 'transaction_date': 1712508238357, 'account_id': 'A00079', 'customer_id': 'C00095', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00031', 'transaction_amount': 5590.58, 'exchange_rate': 1.1747}
[2024-09-15T16:43:58.358+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000016', 'transaction_date': 1720802638358, 'account_id': 'A00022', 'customer_id': 'C00008', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00096', 'transaction_amount': 7367.9, 'exchange_rate': 1.2264}
[2024-09-15T16:43:58.359+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000017', 'transaction_date': 1699202638359, 'account_id': 'A00068', 'customer_id': 'C00003', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00025', 'transaction_amount': 420.37, 'exchange_rate': 1.4062}
[2024-09-15T16:43:58.359+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000018', 'transaction_date': 1723653838359, 'account_id': 'A00048', 'customer_id': 'C00042', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00094', 'transaction_amount': 2028.45, 'exchange_rate': 1.0804}
[2024-09-15T16:43:58.360+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000019', 'transaction_date': 1721580238360, 'account_id': 'A00030', 'customer_id': 'C00040', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00033', 'transaction_amount': 4621.94, 'exchange_rate': 0.7379}
[2024-09-15T16:43:58.361+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000020', 'transaction_date': 1724949838360, 'account_id': 'A00058', 'customer_id': 'C00079', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00073', 'transaction_amount': 6763.04, 'exchange_rate': 0.5243}
[2024-09-15T16:43:58.362+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000021', 'transaction_date': 1725036238361, 'account_id': 'A00053', 'customer_id': 'C00001', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00045', 'transaction_amount': 7446.76, 'exchange_rate': 0.6253}
[2024-09-15T16:43:58.363+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000022', 'transaction_date': 1704905038363, 'account_id': 'A00040', 'customer_id': 'C00094', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00088', 'transaction_amount': 6236.05, 'exchange_rate': 1.1054}
[2024-09-15T16:43:58.366+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000023', 'transaction_date': 1703263438366, 'account_id': 'A00019', 'customer_id': 'C00055', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00003', 'transaction_amount': 9198.1, 'exchange_rate': 0.9571}
[2024-09-15T16:43:58.368+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000024', 'transaction_date': 1697301838368, 'account_id': 'A00050', 'customer_id': 'C00085', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00082', 'transaction_amount': 9810.37, 'exchange_rate': 1.4033}
[2024-09-15T16:43:58.369+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000025', 'transaction_date': 1703522638369, 'account_id': 'A00092', 'customer_id': 'C00024', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00058', 'transaction_amount': 726.41, 'exchange_rate': 0.7682}
[2024-09-15T16:43:58.370+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000026', 'transaction_date': 1717951438370, 'account_id': 'A00038', 'customer_id': 'C00096', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00040', 'transaction_amount': 294.5, 'exchange_rate': 0.6679}
[2024-09-15T16:43:58.371+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000027', 'transaction_date': 1696265038370, 'account_id': 'A00024', 'customer_id': 'C00097', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00006', 'transaction_amount': 8236.61, 'exchange_rate': 0.714}
[2024-09-15T16:43:58.371+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000028', 'transaction_date': 1714063438371, 'account_id': 'A00071', 'customer_id': 'C00058', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00085', 'transaction_amount': 8613.59, 'exchange_rate': 1.378}
[2024-09-15T16:43:58.372+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000029', 'transaction_date': 1718124238372, 'account_id': 'A00051', 'customer_id': 'C00028', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00064', 'transaction_amount': 1804.52, 'exchange_rate': 0.5245}
[2024-09-15T16:43:58.372+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000030', 'transaction_date': 1708101838372, 'account_id': 'A00048', 'customer_id': 'C00055', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00076', 'transaction_amount': 3248.35, 'exchange_rate': 0.6209}
[2024-09-15T16:43:58.373+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000031', 'transaction_date': 1716223438373, 'account_id': 'A00085', 'customer_id': 'C00020', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00083', 'transaction_amount': 1562.23, 'exchange_rate': 0.7493}
[2024-09-15T16:43:58.373+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000032', 'transaction_date': 1699548238373, 'account_id': 'A00024', 'customer_id': 'C00035', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00076', 'transaction_amount': 4247.73, 'exchange_rate': 1.0228}
[2024-09-15T16:43:58.373+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000033', 'transaction_date': 1706633038373, 'account_id': 'A00074', 'customer_id': 'C00034', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00049', 'transaction_amount': 1658.12, 'exchange_rate': 0.5901}
[2024-09-15T16:43:58.373+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000034', 'transaction_date': 1710693838373, 'account_id': 'A00095', 'customer_id': 'C00045', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00100', 'transaction_amount': 859.84, 'exchange_rate': 0.998}
[2024-09-15T16:43:58.374+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000035', 'transaction_date': 1724949838374, 'account_id': 'A00018', 'customer_id': 'C00022', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00002', 'transaction_amount': 9529.14, 'exchange_rate': 0.6351}
[2024-09-15T16:43:58.374+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000036', 'transaction_date': 1726073038374, 'account_id': 'A00091', 'customer_id': 'C00049', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00074', 'transaction_amount': 2541.77, 'exchange_rate': 0.9258}
[2024-09-15T16:43:58.375+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000037', 'transaction_date': 1719679438375, 'account_id': 'A00052', 'customer_id': 'C00069', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00016', 'transaction_amount': 5562.13, 'exchange_rate': 0.692}
[2024-09-15T16:43:58.376+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000038', 'transaction_date': 1719938638375, 'account_id': 'A00075', 'customer_id': 'C00017', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00067', 'transaction_amount': 3125.21, 'exchange_rate': 0.626}
[2024-09-15T16:43:58.376+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000039', 'transaction_date': 1725122638376, 'account_id': 'A00083', 'customer_id': 'C00095', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00057', 'transaction_amount': 3667.12, 'exchange_rate': 1.3611}
[2024-09-15T16:43:58.377+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000040', 'transaction_date': 1724777038377, 'account_id': 'A00092', 'customer_id': 'C00009', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00022', 'transaction_amount': 6576.82, 'exchange_rate': 1.4198}
[2024-09-15T16:43:58.378+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000041', 'transaction_date': 1725036238378, 'account_id': 'A00005', 'customer_id': 'C00094', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00068', 'transaction_amount': 5748.19, 'exchange_rate': 1.1727}
[2024-09-15T16:43:58.378+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000042', 'transaction_date': 1715791438378, 'account_id': 'A00077', 'customer_id': 'C00021', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00086', 'transaction_amount': 5838.71, 'exchange_rate': 0.948}
[2024-09-15T16:43:58.379+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000043', 'transaction_date': 1718124238379, 'account_id': 'A00013', 'customer_id': 'C00045', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00088', 'transaction_amount': 4742.33, 'exchange_rate': 0.7686}
[2024-09-15T16:43:58.380+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000044', 'transaction_date': 1704645838379, 'account_id': 'A00009', 'customer_id': 'C00023', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00091', 'transaction_amount': 7406.03, 'exchange_rate': 0.9496}
[2024-09-15T16:43:58.380+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000045', 'transaction_date': 1713977038380, 'account_id': 'A00097', 'customer_id': 'C00075', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00012', 'transaction_amount': 4586.07, 'exchange_rate': 0.583}
[2024-09-15T16:43:58.381+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000046', 'transaction_date': 1714063438380, 'account_id': 'A00080', 'customer_id': 'C00048', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00022', 'transaction_amount': 1280.39, 'exchange_rate': 0.9913}
[2024-09-15T16:43:58.381+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000047', 'transaction_date': 1715100238381, 'account_id': 'A00039', 'customer_id': 'C00024', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00093', 'transaction_amount': 8629.21, 'exchange_rate': 0.5017}
[2024-09-15T16:43:58.382+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000048', 'transaction_date': 1701103438382, 'account_id': 'A00094', 'customer_id': 'C00066', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00030', 'transaction_amount': 8826.05, 'exchange_rate': 0.8755}
[2024-09-15T16:43:58.383+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000049', 'transaction_date': 1698079438382, 'account_id': 'A00004', 'customer_id': 'C00078', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00080', 'transaction_amount': 2964.25, 'exchange_rate': 0.8916}
[2024-09-15T16:43:58.383+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000050', 'transaction_date': 1725295438383, 'account_id': 'A00038', 'customer_id': 'C00085', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00033', 'transaction_amount': 7718.49, 'exchange_rate': 0.9022}
[2024-09-15T16:43:58.384+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000051', 'transaction_date': 1702399438384, 'account_id': 'A00090', 'customer_id': 'C00089', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00089', 'transaction_amount': 7116.21, 'exchange_rate': 0.8917}
[2024-09-15T16:43:58.385+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000052', 'transaction_date': 1715359438385, 'account_id': 'A00061', 'customer_id': 'C00032', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00042', 'transaction_amount': 364.84, 'exchange_rate': 0.9712}
[2024-09-15T16:43:58.386+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000053', 'transaction_date': 1711298638385, 'account_id': 'A00050', 'customer_id': 'C00060', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00031', 'transaction_amount': 4263.28, 'exchange_rate': 1.108}
[2024-09-15T16:43:58.386+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000054', 'transaction_date': 1717951438386, 'account_id': 'A00012', 'customer_id': 'C00020', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00002', 'transaction_amount': 1320.46, 'exchange_rate': 0.8153}
[2024-09-15T16:43:58.387+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000055', 'transaction_date': 1703522638386, 'account_id': 'A00024', 'customer_id': 'C00066', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00097', 'transaction_amount': 3568.49, 'exchange_rate': 0.8618}
[2024-09-15T16:43:58.387+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000056', 'transaction_date': 1713458638387, 'account_id': 'A00019', 'customer_id': 'C00042', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00098', 'transaction_amount': 1778.72, 'exchange_rate': 0.7745}
[2024-09-15T16:43:58.388+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000057', 'transaction_date': 1701189838388, 'account_id': 'A00032', 'customer_id': 'C00046', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00093', 'transaction_amount': 4660.69, 'exchange_rate': 0.9525}
[2024-09-15T16:43:58.388+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000058', 'transaction_date': 1713804238388, 'account_id': 'A00083', 'customer_id': 'C00062', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00085', 'transaction_amount': 332.92, 'exchange_rate': 1.3248}
[2024-09-15T16:43:58.389+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000059', 'transaction_date': 1698857038389, 'account_id': 'A00057', 'customer_id': 'C00085', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00037', 'transaction_amount': 1972.34, 'exchange_rate': 1.388}
[2024-09-15T16:43:58.390+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000060', 'transaction_date': 1697820238390, 'account_id': 'A00080', 'customer_id': 'C00066', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00018', 'transaction_amount': 5777.33, 'exchange_rate': 0.9401}
[2024-09-15T16:43:58.392+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000061', 'transaction_date': 1697647438392, 'account_id': 'A00022', 'customer_id': 'C00033', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00049', 'transaction_amount': 5194.43, 'exchange_rate': 1.3908}
[2024-09-15T16:43:58.393+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000062', 'transaction_date': 1702399438393, 'account_id': 'A00075', 'customer_id': 'C00094', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00087', 'transaction_amount': 5802.73, 'exchange_rate': 0.9002}
[2024-09-15T16:43:58.394+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000063', 'transaction_date': 1725900238394, 'account_id': 'A00011', 'customer_id': 'C00069', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00003', 'transaction_amount': 1530.53, 'exchange_rate': 1.2289}
