[2024-09-19T18:05:33.279+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-09-15T00:00:00+00:00 [queued]>
[2024-09-19T18:05:37.391+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-09-15T00:00:00+00:00 [queued]>
[2024-09-19T18:05:37.510+0000] {taskinstance.py:1359} INFO - Starting attempt 1 of 1
[2024-09-19T18:05:41.218+0000] {taskinstance.py:1380} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2024-09-15 00:00:00+00:00
[2024-09-19T18:05:44.361+0000] {standard_task_runner.py:57} INFO - Started process 298 to run task
[2024-09-19T18:05:44.580+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2024-09-15T00:00:00+00:00', '--job-id', '14', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmpah0jm1fo']
[2024-09-19T18:05:50.292+0000] {standard_task_runner.py:85} INFO - Job 14: Subtask generate_txn_fact_data
[2024-09-19T18:06:22.180+0000] {task_command.py:415} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-09-15T00:00:00+00:00 [running]> on host 035d47951d03
[2024-09-19T18:06:51.982+0000] {taskinstance.py:1660} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='codewithyu' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2024-09-15T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2024-09-15T00:00:00+00:00'
[2024-09-19T18:06:53.356+0000] {conn.py:380} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.18.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.18.0.4', 9092) IPv4]
[2024-09-19T18:06:53.807+0000] {conn.py:1205} INFO - Probing node bootstrap-0 broker version
[2024-09-19T18:06:54.127+0000] {conn.py:410} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.18.0.4', 9092)]>: Connection complete.
[2024-09-19T18:06:56.859+0000] {conn.py:1267} INFO - Broker version identified as 2.5.0
[2024-09-19T18:06:56.947+0000] {conn.py:1268} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2024-09-19T18:06:58.864+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1714759618298, 'account_id': 'A00078', 'customer_id': 'C00068', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00074', 'transaction_amount': 8726.66, 'exchange_rate': 1.1145}
[2024-09-19T18:06:59.417+0000] {conn.py:380} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.18.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.18.0.4', 9092) IPv4]
[2024-09-19T18:06:59.467+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000012', 'transaction_date': 1723054019466, 'account_id': 'A00013', 'customer_id': 'C00086', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00017', 'transaction_amount': 6454.62, 'exchange_rate': 0.8541}
[2024-09-19T18:06:59.519+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000013', 'transaction_date': 1707502019519, 'account_id': 'A00060', 'customer_id': 'C00052', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00070', 'transaction_amount': 2609.6, 'exchange_rate': 0.7042}
[2024-09-19T18:06:59.526+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000014', 'transaction_date': 1700158019526, 'account_id': 'A00023', 'customer_id': 'C00082', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00023', 'transaction_amount': 3096.16, 'exchange_rate': 0.8709}
[2024-09-19T18:06:59.531+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000015', 'transaction_date': 1701886019530, 'account_id': 'A00023', 'customer_id': 'C00002', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00082', 'transaction_amount': 8838.48, 'exchange_rate': 1.3316}
[2024-09-19T18:06:59.551+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000016', 'transaction_date': 1716142019550, 'account_id': 'A00057', 'customer_id': 'C00031', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00022', 'transaction_amount': 3165.84, 'exchange_rate': 0.528}
[2024-09-19T18:06:59.572+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000017', 'transaction_date': 1714932419571, 'account_id': 'A00050', 'customer_id': 'C00070', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00054', 'transaction_amount': 3755.86, 'exchange_rate': 1.3969}
[2024-09-19T18:06:59.580+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000018', 'transaction_date': 1706206019580, 'account_id': 'A00033', 'customer_id': 'C00079', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00008', 'transaction_amount': 3274.06, 'exchange_rate': 1.3332}
[2024-09-19T18:06:59.600+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000019', 'transaction_date': 1703441219591, 'account_id': 'A00073', 'customer_id': 'C00071', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00008', 'transaction_amount': 6935.82, 'exchange_rate': 0.9634}
[2024-09-19T18:06:59.609+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000020', 'transaction_date': 1718129219609, 'account_id': 'A00042', 'customer_id': 'C00074', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00083', 'transaction_amount': 3954.59, 'exchange_rate': 1.2708}
[2024-09-19T18:06:59.613+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000021', 'transaction_date': 1710439619612, 'account_id': 'A00020', 'customer_id': 'C00017', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00025', 'transaction_amount': 6406.51, 'exchange_rate': 0.7077}
[2024-09-19T18:06:59.680+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000022', 'transaction_date': 1711562819680, 'account_id': 'A00060', 'customer_id': 'C00054', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00044', 'transaction_amount': 7154.87, 'exchange_rate': 1.4523}
[2024-09-19T18:06:59.727+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000023', 'transaction_date': 1720289219726, 'account_id': 'A00081', 'customer_id': 'C00008', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00004', 'transaction_amount': 5558.14, 'exchange_rate': 0.5678}
[2024-09-19T18:06:59.743+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000024', 'transaction_date': 1722190019743, 'account_id': 'A00045', 'customer_id': 'C00082', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00003', 'transaction_amount': 6758.84, 'exchange_rate': 1.2198}
[2024-09-19T18:06:59.746+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000025', 'transaction_date': 1712254019745, 'account_id': 'A00095', 'customer_id': 'C00071', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00077', 'transaction_amount': 7236.05, 'exchange_rate': 0.8238}
[2024-09-19T18:06:59.760+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000026', 'transaction_date': 1700935619760, 'account_id': 'A00035', 'customer_id': 'C00009', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00003', 'transaction_amount': 456.8, 'exchange_rate': 1.301}
[2024-09-19T18:06:59.737+0000] {conn.py:410} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.18.0.4', 9092)]>: Connection complete.
[2024-09-19T18:06:59.793+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000027', 'transaction_date': 1712686019793, 'account_id': 'A00070', 'customer_id': 'C00096', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00023', 'transaction_amount': 930.31, 'exchange_rate': 1.1809}
[2024-09-19T18:06:59.835+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000028', 'transaction_date': 1725991619834, 'account_id': 'A00043', 'customer_id': 'C00002', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00082', 'transaction_amount': 261.95, 'exchange_rate': 1.0845}
[2024-09-19T18:06:59.839+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000029', 'transaction_date': 1698862019838, 'account_id': 'A00098', 'customer_id': 'C00032', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00066', 'transaction_amount': 7458.33, 'exchange_rate': 1.4294}
[2024-09-19T18:06:59.852+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000030', 'transaction_date': 1713463619852, 'account_id': 'A00011', 'customer_id': 'C00011', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00098', 'transaction_amount': 7177.69, 'exchange_rate': 1.4835}
[2024-09-19T18:06:59.854+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000031', 'transaction_date': 1703873219854, 'account_id': 'A00034', 'customer_id': 'C00032', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00082', 'transaction_amount': 1247.61, 'exchange_rate': 0.9495}
[2024-09-19T18:06:59.830+0000] {conn.py:919} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.18.0.4', 9092)]>: Closing connection. 
[2024-09-19T18:06:59.896+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000032', 'transaction_date': 1713118019879, 'account_id': 'A00002', 'customer_id': 'C00097', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00014', 'transaction_amount': 9030.41, 'exchange_rate': 0.8309}
[2024-09-19T18:07:00.009+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000033', 'transaction_date': 1715105219943, 'account_id': 'A00018', 'customer_id': 'C00009', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00032', 'transaction_amount': 618.99, 'exchange_rate': 1.4782}
[2024-09-19T18:07:00.066+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000034', 'transaction_date': 1696097220065, 'account_id': 'A00005', 'customer_id': 'C00021', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00099', 'transaction_amount': 608.89, 'exchange_rate': 1.1358}
[2024-09-19T18:07:00.139+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000035', 'transaction_date': 1721412420139, 'account_id': 'A00021', 'customer_id': 'C00086', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00029', 'transaction_amount': 7817.46, 'exchange_rate': 0.6848}
[2024-09-19T18:07:00.139+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000036', 'transaction_date': 1715364420139, 'account_id': 'A00061', 'customer_id': 'C00010', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00017', 'transaction_amount': 4225.59, 'exchange_rate': 0.9167}
[2024-09-19T18:07:00.140+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000037', 'transaction_date': 1708020420139, 'account_id': 'A00099', 'customer_id': 'C00082', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00010', 'transaction_amount': 7397.24, 'exchange_rate': 1.3459}
[2024-09-19T18:07:00.143+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000038', 'transaction_date': 1711908420140, 'account_id': 'A00029', 'customer_id': 'C00056', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00051', 'transaction_amount': 6592.4, 'exchange_rate': 0.536}
[2024-09-19T18:07:00.145+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000039', 'transaction_date': 1709575620145, 'account_id': 'A00016', 'customer_id': 'C00092', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00044', 'transaction_amount': 211.95, 'exchange_rate': 1.31}
[2024-09-19T18:07:00.148+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000040', 'transaction_date': 1695492420147, 'account_id': 'A00087', 'customer_id': 'C00045', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00063', 'transaction_amount': 6777.81, 'exchange_rate': 0.7321}
[2024-09-19T18:07:00.152+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000041', 'transaction_date': 1724436420152, 'account_id': 'A00046', 'customer_id': 'C00066', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00081', 'transaction_amount': 2365.51, 'exchange_rate': 1.325}
[2024-09-19T18:07:00.153+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000042', 'transaction_date': 1722103620153, 'account_id': 'A00082', 'customer_id': 'C00018', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00048', 'transaction_amount': 8574.59, 'exchange_rate': 0.5978}
[2024-09-19T18:07:00.154+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000043', 'transaction_date': 1716574020154, 'account_id': 'A00089', 'customer_id': 'C00033', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00026', 'transaction_amount': 9088.13, 'exchange_rate': 0.9565}
[2024-09-19T18:07:00.155+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000044', 'transaction_date': 1723399620155, 'account_id': 'A00090', 'customer_id': 'C00008', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00002', 'transaction_amount': 3629.22, 'exchange_rate': 1.3426}
[2024-09-19T18:07:00.156+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000045', 'transaction_date': 1722190020156, 'account_id': 'A00037', 'customer_id': 'C00083', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00078', 'transaction_amount': 9086.49, 'exchange_rate': 0.9556}
[2024-09-19T18:07:00.161+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000046', 'transaction_date': 1719857220161, 'account_id': 'A00061', 'customer_id': 'C00017', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00081', 'transaction_amount': 6648.21, 'exchange_rate': 1.2027}
[2024-09-19T18:07:00.161+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000047', 'transaction_date': 1710007620161, 'account_id': 'A00015', 'customer_id': 'C00041', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00072', 'transaction_amount': 1497.75, 'exchange_rate': 0.9432}
[2024-09-19T18:07:00.162+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000048', 'transaction_date': 1725905220162, 'account_id': 'A00003', 'customer_id': 'C00010', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00070', 'transaction_amount': 672.9, 'exchange_rate': 1.3622}
[2024-09-19T18:07:00.163+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000049', 'transaction_date': 1706983620163, 'account_id': 'A00002', 'customer_id': 'C00021', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00038', 'transaction_amount': 5496.21, 'exchange_rate': 1.3446}
[2024-09-19T18:07:00.166+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000050', 'transaction_date': 1723486020166, 'account_id': 'A00087', 'customer_id': 'C00097', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00056', 'transaction_amount': 3745.33, 'exchange_rate': 0.515}
[2024-09-19T18:07:00.170+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000051', 'transaction_date': 1712426820169, 'account_id': 'A00092', 'customer_id': 'C00022', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00023', 'transaction_amount': 837.25, 'exchange_rate': 0.8159}
[2024-09-19T18:07:00.172+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000052', 'transaction_date': 1715278020172, 'account_id': 'A00077', 'customer_id': 'C00039', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00038', 'transaction_amount': 5206.81, 'exchange_rate': 0.5256}
[2024-09-19T18:07:00.177+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000053', 'transaction_date': 1704478020176, 'account_id': 'A00053', 'customer_id': 'C00057', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00038', 'transaction_amount': 8037.56, 'exchange_rate': 1.3422}
[2024-09-19T18:07:00.192+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000054', 'transaction_date': 1710612420191, 'account_id': 'A00084', 'customer_id': 'C00031', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00045', 'transaction_amount': 7526.41, 'exchange_rate': 1.0067}
[2024-09-19T18:07:00.203+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000055', 'transaction_date': 1701626820203, 'account_id': 'A00024', 'customer_id': 'C00012', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00087', 'transaction_amount': 1608.92, 'exchange_rate': 1.0383}
[2024-09-19T18:07:00.203+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000056', 'transaction_date': 1700417220203, 'account_id': 'A00059', 'customer_id': 'C00012', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00093', 'transaction_amount': 7894.12, 'exchange_rate': 0.6369}
[2024-09-19T18:07:00.204+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000057', 'transaction_date': 1705774020204, 'account_id': 'A00074', 'customer_id': 'C00004', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00001', 'transaction_amount': 5226.98, 'exchange_rate': 0.7352}
[2024-09-19T18:07:00.208+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000058', 'transaction_date': 1695838020208, 'account_id': 'A00004', 'customer_id': 'C00057', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00036', 'transaction_amount': 1804.27, 'exchange_rate': 0.845}
[2024-09-19T18:07:00.214+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000059', 'transaction_date': 1709575620213, 'account_id': 'A00058', 'customer_id': 'C00020', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00013', 'transaction_amount': 9952.85, 'exchange_rate': 1.1832}
[2024-09-19T18:07:00.227+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000060', 'transaction_date': 1703614020225, 'account_id': 'A00085', 'customer_id': 'C00005', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00049', 'transaction_amount': 8054.06, 'exchange_rate': 1.4488}
[2024-09-19T18:07:00.244+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000061', 'transaction_date': 1707502020243, 'account_id': 'A00060', 'customer_id': 'C00033', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00020', 'transaction_amount': 9533.21, 'exchange_rate': 0.6473}
[2024-09-19T18:07:00.272+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000062', 'transaction_date': 1707934020256, 'account_id': 'A00072', 'customer_id': 'C00017', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00001', 'transaction_amount': 7308.88, 'exchange_rate': 0.9037}
[2024-09-19T18:07:00.307+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000063', 'transaction_date': 1715710020307, 'account_id': 'A00057', 'customer_id': 'C00011', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00066', 'transaction_amount': 6538.38, 'exchange_rate': 0.9757}
[2024-09-19T18:07:00.312+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000064', 'transaction_date': 1697566020310, 'account_id': 'A00054', 'customer_id': 'C00013', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00002', 'transaction_amount': 4658.04, 'exchange_rate': 0.6154}
[2024-09-19T18:07:00.336+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000065', 'transaction_date': 1715018820335, 'account_id': 'A00089', 'customer_id': 'C00012', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00019', 'transaction_amount': 5372.37, 'exchange_rate': 0.7697}
