[2024-09-19T19:14:48.018+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data manual__2024-09-19T19:14:43.551647+00:00 [queued]>
[2024-09-19T19:14:48.034+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data manual__2024-09-19T19:14:43.551647+00:00 [queued]>
[2024-09-19T19:14:48.036+0000] {taskinstance.py:1359} INFO - Starting attempt 1 of 1
[2024-09-19T19:14:48.059+0000] {taskinstance.py:1380} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2024-09-19 19:14:43.551647+00:00
[2024-09-19T19:14:48.096+0000] {standard_task_runner.py:57} INFO - Started process 2004 to run task
[2024-09-19T19:14:48.102+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'manual__2024-09-19T19:14:43.551647+00:00', '--job-id', '69', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmp8cmpnwrw']
[2024-09-19T19:14:48.107+0000] {standard_task_runner.py:85} INFO - Job 69: Subtask generate_txn_fact_data
[2024-09-19T19:14:48.178+0000] {task_command.py:415} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data manual__2024-09-19T19:14:43.551647+00:00 [running]> on host 48913e9acee9
[2024-09-19T19:14:48.652+0000] {taskinstance.py:1660} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='codewithyu' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2024-09-19T19:14:43.551647+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-09-19T19:14:43.551647+00:00'
[2024-09-19T19:14:48.738+0000] {conn.py:380} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.18.0.5', 9092)]>: connecting to kafka_broker:9092 [('172.18.0.5', 9092) IPv4]
[2024-09-19T19:14:48.773+0000] {conn.py:1205} INFO - Probing node bootstrap-0 broker version
[2024-09-19T19:14:48.814+0000] {conn.py:410} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.18.0.5', 9092)]>: Connection complete.
[2024-09-19T19:14:48.997+0000] {conn.py:1267} INFO - Broker version identified as 2.5.0
[2024-09-19T19:14:49.006+0000] {conn.py:1268} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2024-09-19T19:14:49.132+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1703963689127, 'account_id': 'A00009', 'customer_id': 'C00032', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00044', 'transaction_amount': 3716.22, 'exchange_rate': 0.6467}
[2024-09-19T19:14:49.198+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000009', 'transaction_date': 1715195689197, 'account_id': 'A00088', 'customer_id': 'C00014', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00082', 'transaction_amount': 3146.29, 'exchange_rate': 1.2531}
[2024-09-19T19:14:49.205+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000010', 'transaction_date': 1702926889203, 'account_id': 'A00091', 'customer_id': 'C00023', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00027', 'transaction_amount': 8931.14, 'exchange_rate': 0.7827}
[2024-09-19T19:14:49.208+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000011', 'transaction_date': 1696360489207, 'account_id': 'A00061', 'customer_id': 'C00094', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00066', 'transaction_amount': 2606.64, 'exchange_rate': 0.8072}
[2024-09-19T19:14:49.214+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000012', 'transaction_date': 1714418089213, 'account_id': 'A00017', 'customer_id': 'C00020', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00020', 'transaction_amount': 7555.24, 'exchange_rate': 0.8276}
[2024-09-19T19:14:49.216+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000013', 'transaction_date': 1708802089216, 'account_id': 'A00077', 'customer_id': 'C00094', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00082', 'transaction_amount': 653.43, 'exchange_rate': 0.7809}
[2024-09-19T19:14:49.219+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000014', 'transaction_date': 1698088489219, 'account_id': 'A00063', 'customer_id': 'C00026', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00090', 'transaction_amount': 8409.49, 'exchange_rate': 0.9034}
[2024-09-19T19:14:49.220+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000015', 'transaction_date': 1703445289220, 'account_id': 'A00050', 'customer_id': 'C00050', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00039', 'transaction_amount': 8013.21, 'exchange_rate': 1.11}
[2024-09-19T19:14:49.220+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000016', 'transaction_date': 1713813289220, 'account_id': 'A00041', 'customer_id': 'C00047', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00081', 'transaction_amount': 3522.29, 'exchange_rate': 0.6263}
[2024-09-19T19:14:49.221+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000017', 'transaction_date': 1699643689221, 'account_id': 'A00060', 'customer_id': 'C00021', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00061', 'transaction_amount': 9582.8, 'exchange_rate': 0.9421}
[2024-09-19T19:14:49.222+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000018', 'transaction_date': 1716750889221, 'account_id': 'A00084', 'customer_id': 'C00045', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00093', 'transaction_amount': 4750.97, 'exchange_rate': 0.7789}
[2024-09-19T19:14:49.222+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000019', 'transaction_date': 1707074089222, 'account_id': 'A00036', 'customer_id': 'C00089', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00058', 'transaction_amount': 6209.35, 'exchange_rate': 1.1633}
[2024-09-19T19:14:49.223+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000020', 'transaction_date': 1711394089222, 'account_id': 'A00062', 'customer_id': 'C00026', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00007', 'transaction_amount': 7029.97, 'exchange_rate': 1.4178}
[2024-09-19T19:14:49.223+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000021', 'transaction_date': 1706210089223, 'account_id': 'A00010', 'customer_id': 'C00034', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00062', 'transaction_amount': 1008.08, 'exchange_rate': 1.2748}
[2024-09-19T19:14:49.224+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000022', 'transaction_date': 1695496489223, 'account_id': 'A00086', 'customer_id': 'C00003', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00087', 'transaction_amount': 1999.42, 'exchange_rate': 0.5204}
[2024-09-19T19:14:49.224+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000023', 'transaction_date': 1707333289224, 'account_id': 'A00082', 'customer_id': 'C00073', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00023', 'transaction_amount': 5396.35, 'exchange_rate': 0.8659}
[2024-09-19T19:14:49.225+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000024', 'transaction_date': 1699384489225, 'account_id': 'A00017', 'customer_id': 'C00046', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00099', 'transaction_amount': 6460.23, 'exchange_rate': 0.5101}
[2024-09-19T19:14:49.225+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000025', 'transaction_date': 1724613289225, 'account_id': 'A00090', 'customer_id': 'C00091', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00055', 'transaction_amount': 8230.87, 'exchange_rate': 0.5844}
[2024-09-19T19:14:49.227+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000026', 'transaction_date': 1710011689226, 'account_id': 'A00017', 'customer_id': 'C00062', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00020', 'transaction_amount': 3299.84, 'exchange_rate': 1.1155}
[2024-09-19T19:14:49.228+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000027', 'transaction_date': 1722626089228, 'account_id': 'A00094', 'customer_id': 'C00100', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00094', 'transaction_amount': 4049.3, 'exchange_rate': 1.383}
[2024-09-19T19:14:49.229+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000028', 'transaction_date': 1709752489229, 'account_id': 'A00027', 'customer_id': 'C00084', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00091', 'transaction_amount': 2938.91, 'exchange_rate': 0.6376}
[2024-09-19T19:14:49.236+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000029', 'transaction_date': 1704136489236, 'account_id': 'A00044', 'customer_id': 'C00007', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00030', 'transaction_amount': 2548.08, 'exchange_rate': 0.7632}
[2024-09-19T19:14:49.240+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000030', 'transaction_date': 1713986089239, 'account_id': 'A00039', 'customer_id': 'C00036', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00058', 'transaction_amount': 4554.77, 'exchange_rate': 1.2235}
[2024-09-19T19:14:49.263+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000031', 'transaction_date': 1712862889262, 'account_id': 'A00068', 'customer_id': 'C00002', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00009', 'transaction_amount': 8833.21, 'exchange_rate': 0.6186}
[2024-09-19T19:14:49.270+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000032', 'transaction_date': 1713554089270, 'account_id': 'A00032', 'customer_id': 'C00031', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00003', 'transaction_amount': 1682.6, 'exchange_rate': 1.2305}
[2024-09-19T19:14:49.275+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000033', 'transaction_date': 1706987689273, 'account_id': 'A00023', 'customer_id': 'C00046', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00077', 'transaction_amount': 6752.77, 'exchange_rate': 1.1195}
[2024-09-19T19:14:49.282+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000034', 'transaction_date': 1714936489279, 'account_id': 'A00035', 'customer_id': 'C00033', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00048', 'transaction_amount': 7479.87, 'exchange_rate': 0.6244}
[2024-09-19T19:14:49.288+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000035', 'transaction_date': 1703531689287, 'account_id': 'A00027', 'customer_id': 'C00017', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00036', 'transaction_amount': 6794.02, 'exchange_rate': 0.9909}
[2024-09-19T19:14:49.302+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000036', 'transaction_date': 1723835689297, 'account_id': 'A00085', 'customer_id': 'C00083', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00046', 'transaction_amount': 4887.34, 'exchange_rate': 1.3974}
[2024-09-19T19:14:49.387+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000037', 'transaction_date': 1706210089306, 'account_id': 'A00056', 'customer_id': 'C00026', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00081', 'transaction_amount': 7229.27, 'exchange_rate': 1.1275}
[2024-09-19T19:14:49.448+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000038', 'transaction_date': 1699211689447, 'account_id': 'A00071', 'customer_id': 'C00030', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00008', 'transaction_amount': 3025.95, 'exchange_rate': 0.8471}
[2024-09-19T19:14:49.452+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000039', 'transaction_date': 1702926889451, 'account_id': 'A00006', 'customer_id': 'C00079', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00072', 'transaction_amount': 8981.92, 'exchange_rate': 1.0654}
[2024-09-19T19:14:49.455+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000040', 'transaction_date': 1719170089454, 'account_id': 'A00068', 'customer_id': 'C00100', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00050', 'transaction_amount': 750.2, 'exchange_rate': 0.5433}
[2024-09-19T19:14:49.460+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000041', 'transaction_date': 1699298089459, 'account_id': 'A00020', 'customer_id': 'C00045', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00093', 'transaction_amount': 7378.13, 'exchange_rate': 1.0775}
[2024-09-19T19:14:49.462+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000042', 'transaction_date': 1696360489461, 'account_id': 'A00096', 'customer_id': 'C00078', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00084', 'transaction_amount': 8632.12, 'exchange_rate': 0.8057}
[2024-09-19T19:14:49.467+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000043', 'transaction_date': 1709061289466, 'account_id': 'A00023', 'customer_id': 'C00034', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00059', 'transaction_amount': 6684.1, 'exchange_rate': 0.9702}
[2024-09-19T19:14:49.472+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000044', 'transaction_date': 1712949289472, 'account_id': 'A00043', 'customer_id': 'C00077', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00055', 'transaction_amount': 5207.71, 'exchange_rate': 1.3037}
[2024-09-19T19:14:49.478+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000045', 'transaction_date': 1718738089476, 'account_id': 'A00075', 'customer_id': 'C00061', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00039', 'transaction_amount': 892.75, 'exchange_rate': 1.2132}
[2024-09-19T19:14:49.486+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000046', 'transaction_date': 1725045289483, 'account_id': 'A00021', 'customer_id': 'C00083', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00056', 'transaction_amount': 8989.31, 'exchange_rate': 1.4777}
[2024-09-19T19:14:49.499+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000047', 'transaction_date': 1707160489495, 'account_id': 'A00051', 'customer_id': 'C00016', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00027', 'transaction_amount': 4664.43, 'exchange_rate': 0.8828}
[2024-09-19T19:14:49.518+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000048', 'transaction_date': 1708542889517, 'account_id': 'A00019', 'customer_id': 'C00013', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00099', 'transaction_amount': 1170.66, 'exchange_rate': 0.5355}
[2024-09-19T19:14:49.520+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000049', 'transaction_date': 1706210089519, 'account_id': 'A00065', 'customer_id': 'C00068', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00058', 'transaction_amount': 4790.43, 'exchange_rate': 1.2885}
[2024-09-19T19:14:49.526+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000050', 'transaction_date': 1719429289525, 'account_id': 'A00006', 'customer_id': 'C00081', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00084', 'transaction_amount': 3409.93, 'exchange_rate': 1.4105}
[2024-09-19T19:14:49.530+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000051', 'transaction_date': 1722626089528, 'account_id': 'A00096', 'customer_id': 'C00084', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00045', 'transaction_amount': 7884.93, 'exchange_rate': 1.4319}
[2024-09-19T19:14:49.533+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000052', 'transaction_date': 1695496489531, 'account_id': 'A00071', 'customer_id': 'C00062', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00089', 'transaction_amount': 5582.71, 'exchange_rate': 1.4404}
[2024-09-19T19:14:49.534+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000053', 'transaction_date': 1718219689533, 'account_id': 'A00018', 'customer_id': 'C00092', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00047', 'transaction_amount': 3660.53, 'exchange_rate': 0.5322}
[2024-09-19T19:14:49.542+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000054', 'transaction_date': 1711739689540, 'account_id': 'A00090', 'customer_id': 'C00086', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00089', 'transaction_amount': 5755.13, 'exchange_rate': 0.5373}
[2024-09-19T19:14:49.545+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000055', 'transaction_date': 1699816489544, 'account_id': 'A00084', 'customer_id': 'C00013', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00062', 'transaction_amount': 3554.06, 'exchange_rate': 0.7939}
[2024-09-19T19:14:49.559+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000056', 'transaction_date': 1724872489555, 'account_id': 'A00096', 'customer_id': 'C00035', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00027', 'transaction_amount': 8115.99, 'exchange_rate': 0.8036}
[2024-09-19T19:14:49.563+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000057', 'transaction_date': 1719688489562, 'account_id': 'A00055', 'customer_id': 'C00032', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00090', 'transaction_amount': 6005.62, 'exchange_rate': 1.4821}
[2024-09-19T19:14:49.566+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000058', 'transaction_date': 1713813289565, 'account_id': 'A00021', 'customer_id': 'C00049', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00012', 'transaction_amount': 322.05, 'exchange_rate': 0.5963}
[2024-09-19T19:14:49.569+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000059', 'transaction_date': 1717528489568, 'account_id': 'A00049', 'customer_id': 'C00098', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00073', 'transaction_amount': 2088.06, 'exchange_rate': 1.1556}
[2024-09-19T19:14:49.572+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000060', 'transaction_date': 1709147689572, 'account_id': 'A00031', 'customer_id': 'C00090', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00002', 'transaction_amount': 7351.81, 'exchange_rate': 1.0953}
[2024-09-19T19:14:49.579+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000061', 'transaction_date': 1697224489579, 'account_id': 'A00026', 'customer_id': 'C00036', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00073', 'transaction_amount': 9592.54, 'exchange_rate': 0.9629}
[2024-09-19T19:14:49.603+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000062', 'transaction_date': 1708370089600, 'account_id': 'A00077', 'customer_id': 'C00056', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00035', 'transaction_amount': 7933.58, 'exchange_rate': 1.2618}
[2024-09-19T19:14:49.610+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000063', 'transaction_date': 1716491689608, 'account_id': 'A00087', 'customer_id': 'C00044', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00011', 'transaction_amount': 3908.19, 'exchange_rate': 0.5018}
[2024-09-19T19:14:49.614+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000064', 'transaction_date': 1725563689613, 'account_id': 'A00081', 'customer_id': 'C00076', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00091', 'transaction_amount': 6998.77, 'exchange_rate': 0.5953}
[2024-09-19T19:14:49.618+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000065', 'transaction_date': 1704914089618, 'account_id': 'A00036', 'customer_id': 'C00092', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00100', 'transaction_amount': 2803.49, 'exchange_rate': 0.6548}
